TS,xs1,xs2,xs3,xs4,xs5,xs6,xs7,xs8,label
03/09/2022 02:17:13 PM,22.145063,61.341648,612.720965,92.26335,110.608746,336.532519,615.487047,93.092009,0
03/09/2022 02:17:14 PM,21.070552,61.93669,613.28869,92.296894,111.187354,345.55779,618.298205,93.236768,0
03/09/2022 02:17:15 PM,22.396227,62.394607,607.706115,92.674782,111.151746,340.01301,613.013097,90.599873,0
03/09/2022 02:17:16 PM,20.912552,61.453081,602.733841,90.756061,111.190299,347.828972,610.310325,92.562133,0
03/09/2022 02:17:17 PM,22.070204,62.131923,618.636366,92.325186,110.742548,334.120888,614.771046,91.960464,0
03/09/2022 02:17:18 PM,21.088277,60.716925,620.147411,90.681427,110.645311,338.71904,602.27873,91.299456,0
03/09/2022 02:17:19 PM,20.897575,61.902264,608.810172,93.225494,111.150587,333.51939,617.093074,91.314733,0
03/09/2022 02:17:20 PM,21.301814,61.529746,605.026649,90.664156,111.535629,343.06398,612.929533,91.714223,0
03/09/2022 02:17:22 PM,21.908946,61.522152,609.903481,92.857793,110.665058,348.221917,613.390289,90.814905,0
03/09/2022 02:17:23 PM,20.592588,61.299691,617.665441,92.261902,110.987625,347.826076,619.00641,93.427526,0
03/09/2022 02:17:24 PM,21.311929,60.944544,613.808387,92.475797,110.849288,344.934453,605.788391,91.360228,0
03/09/2022 02:17:25 PM,22.463263,62.401817,620.441938,92.882429,110.836437,334.407682,617.002106,93.030882,0
03/09/2022 02:17:26 PM,20.604994,62.496489,607.828456,92.006909,111.458408,330.74641,619.240066,91.212541,0
03/09/2022 02:17:27 PM,21.075806,61.391985,613.456896,93.540047,110.710955,346.18467,614.781282,92.720681,0
03/09/2022 02:17:28 PM,21.106079,61.864423,618.28984,91.277534,111.135394,335.777278,606.605695,91.941444,3
03/09/2022 02:17:29 PM,22.240828,61.722201,609.001783,90.88349,111.209406,343.888423,604.516026,92.089364,0
03/09/2022 02:17:30 PM,22.388868,62.096319,616.644295,92.040315,111.539002,337.457385,604.784405,92.347126,7
03/09/2022 02:17:31 PM,21.02845,61.144849,603.829769,90.590964,111.076651,348.273242,619.496981,92.640686,2
03/09/2022 02:17:32 PM,21.836657,61.877487,604.651822,91.020719,111.342967,336.399313,618.715578,90.845436,0
03/09/2022 02:17:33 PM,20.955143,62.365599,619.395286,93.248739,111.492713,346.822946,602.877604,93.254912,0
03/09/2022 02:17:34 PM,21.528454,61.826183,605.734029,91.142467,111.047262,347.148811,616.962776,91.00627,0
03/09/2022 02:17:35 PM,20.840505,61.795312,601.73929,90.838164,111.030614,331.533192,604.970604,91.626147,0
03/09/2022 02:17:36 PM,21.36315,62.290004,608.32323,93.525861,111.3146,334.886395,606.356107,90.901446,0
03/09/2022 02:17:37 PM,27.839009,62.146335,617.693986,92.311529,111.321806,334.096971,609.406525,93.172065,1
03/09/2022 02:17:38 PM,21.136327,60.684494,611.827434,90.638067,110.557293,334.303898,620.266732,92.86346,4
03/09/2022 02:17:39 PM,22.008403,61.063498,614.886303,91.068707,110.738949,340.791489,617.880119,91.077462,0
03/09/2022 02:17:40 PM,20.932503,61.477592,612.966468,92.034387,110.885334,335.1594,615.33141,91.296802,0
03/09/2022 02:17:42 PM,20.867875,61.871012,616.996807,92.216778,111.080337,334.653944,614.333845,90.837389,0
03/09/2022 02:17:43 PM,22.14498,61.049349,610.016704,92.735864,110.584285,342.898371,607.577596,91.992811,5
03/09/2022 02:17:44 PM,21.52682,62.383447,614.6825,91.965208,111.021902,340.065048,602.963787,93.081314,0
03/09/2022 02:17:45 PM,21.005342,61.863597,600.798587,91.57273,111.350884,332.431463,612.477401,92.102845,0
03/09/2022 02:17:46 PM,20.571892,66.34763,608.005536,93.480086,111.081969,350.121565,609.611104,92.590514,2
03/09/2022 02:17:47 PM,21.448129,61.082337,603.430301,92.032342,110.986734,342.10399,605.058677,92.769415,6
03/09/2022 02:17:48 PM,20.896233,61.796957,613.665822,92.785655,111.20441,336.645789,620.099151,91.869693,0
03/09/2022 02:17:49 PM,22.127317,60.703341,617.487264,91.45251,110.923271,332.896652,603.66372,91.555071,0
03/09/2022 02:17:50 PM,21.646306,62.104908,603.437481,92.730034,110.856428,342.436763,601.92459,91.905616,0
03/09/2022 02:17:51 PM,20.551586,61.803386,672.973467,92.115652,110.94477,331.925182,609.036661,93.504598,3
03/09/2022 02:17:52 PM,22.248842,60.793309,611.797547,91.531794,110.94151,339.598767,619.277255,92.251715,0
03/09/2022 02:17:53 PM,21.472984,60.559495,608.497301,91.50421,111.440246,346.13142,614.409899,92.540888,0
03/09/2022 02:17:54 PM,21.72767,61.307768,615.162192,92.180889,111.190136,339.436041,610.0987,90.897852,0
03/09/2022 02:17:56 PM,21.056746,60.62762,618.388351,92.175798,111.453715,335.781724,605.263854,91.452083,0
03/09/2022 02:17:57 PM,22.399731,61.271583,614.512262,91.310637,111.242996,347.426514,612.897715,91.823985,0
03/09/2022 02:17:58 PM,21.071192,62.031646,613.819104,93.201048,110.813107,341.945965,605.363566,90.883452,0
03/09/2022 02:17:59 PM,21.488552,62.524717,618.733477,91.640024,110.56874,350.053935,615.034523,92.498685,0
03/09/2022 02:18:00 PM,21.808333,62.131532,612.045565,92.616368,110.675892,333.78977,602.581248,92.455366,3
03/09/2022 02:18:01 PM,21.825888,62.283756,607.948676,92.152396,111.429053,334.963049,618.181586,93.030081,0
03/09/2022 02:18:02 PM,22.397621,62.222773,603.87181,91.855324,110.97094,349.582799,606.513679,90.572483,0
03/09/2022 02:18:03 PM,21.723577,62.111499,615.467285,91.329451,111.025163,344.572557,618.79359,92.199728,0
03/09/2022 02:18:04 PM,21.039588,61.448417,608.750428,91.315638,111.10622,338.513449,608.252214,92.168426,0
03/09/2022 02:18:05 PM,22.280713,62.363071,618.921858,92.090194,111.538781,348.666143,606.178137,93.494756,0
03/09/2022 02:18:06 PM,22.029992,61.139599,619.249755,92.222979,110.820057,342.935791,602.483524,90.794135,0
03/09/2022 02:18:07 PM,20.894072,61.680032,608.553266,90.84247,111.250165,332.978814,609.435144,91.118129,4
03/09/2022 02:18:08 PM,21.4643,60.880072,607.557599,91.621299,111.323096,339.049054,605.12897,91.333049,0
03/09/2022 02:18:09 PM,21.942088,62.496732,604.791333,91.80485,110.598479,334.042294,617.048028,90.932393,5
03/09/2022 02:18:10 PM,21.535832,61.655004,615.379916,93.493179,110.703778,331.561698,605.92027,92.704729,0
03/09/2022 02:18:11 PM,21.766677,60.663061,617.575338,91.427695,111.517555,332.145342,618.26109,92.858419,0
03/09/2022 02:18:13 PM,22.13776,62.250372,606.669759,93.487046,110.765067,341.75326,606.110063,91.845981,0
03/09/2022 02:18:14 PM,22.042564,62.545524,620.256773,90.938749,111.308052,337.03023,605.590762,90.877812,0
03/09/2022 02:18:15 PM,21.338355,62.147926,607.676214,93.484258,111.008853,338.268793,617.120012,93.100017,0
03/09/2022 02:18:16 PM,22.21473,62.331114,613.113903,92.974688,110.654444,345.219023,619.335115,93.324007,1
03/09/2022 02:18:17 PM,21.094157,62.51854,616.87716,92.581786,111.380848,338.567504,607.394725,92.586757,1
03/09/2022 02:18:18 PM,21.217135,61.039691,612.698365,92.308189,111.159243,348.435586,612.923484,91.59643,0
03/09/2022 02:18:19 PM,21.065435,61.08404,618.829129,91.744058,110.819663,333.241125,608.944778,92.855813,0
03/09/2022 02:18:20 PM,21.016792,62.177405,607.705309,93.021853,110.665216,342.265496,617.118705,90.754184,0
03/09/2022 02:18:21 PM,21.33326,60.575449,607.555725,92.089163,111.499757,350.53179,610.450167,90.739983,0
